geo,country_name,time,sex,age_group,indicator_code,indicator_label,indicator_category,value,unit,data_suppressed,is_outlier_flagged,source_dataset,ehis_wave,last_retrieved
BG,Bulgaria,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
BG,Bulgaria,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
CY,Cyprus,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
CY,Cyprus,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
CZ,Czechia,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
CZ,Czechia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
DE,Germany,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
DE,Germany,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,2.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
DK,Denmark,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
DK,Denmark,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EE,Estonia,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EE,Estonia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EL,Greece,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EL,Greece,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
ES,Spain,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
ES,Spain,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EU28,European Union - 28 countries (2013-2020),2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,2.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,2.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
FR,France,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,4.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FR,France,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
HR,Croatia,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
HR,Croatia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
HU,Hungary,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
HU,Hungary,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,2.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
IE,Ireland,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IE,Ireland,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
IS,Iceland,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IS,Iceland,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,2.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
IT,Italy,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IT,Italy,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
LT,Lithuania,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LT,Lithuania,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
LU,Luxembourg,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LU,Luxembourg,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
LV,Latvia,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LV,Latvia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
MT,Malta,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
MT,Malta,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
NL,Netherlands,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
NL,Netherlands,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
NO,Norway,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
NO,Norway,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
PL,Poland,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
PL,Poland,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
PT,Portugal,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
PT,Portugal,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
RO,Romania,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
RO,Romania,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
RS,Serbia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
SE,Sweden,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SE,Sweden,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
SI,Slovenia,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SI,Slovenia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
SK,Slovakia,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SK,Slovakia,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
TR,Türkiye,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
TR,Türkiye,2019,Total,Y25-34,DIAB,Diabetes,Chronic Disease,2.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
UK,United Kingdom,2014,Total,Y25-34,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
BE,Belgium,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
BG,Bulgaria,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
CY,Cyprus,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
CZ,Czechia,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
DE,Germany,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
DK,Denmark,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EE,Estonia,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EL,Greece,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,5.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
ES,Spain,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EU28,European Union - 28 countries (2013-2020),2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,5.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FR,France,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,8.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
HR,Croatia,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,5.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
HU,Hungary,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,6.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IE,Ireland,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IS,Iceland,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IT,Italy,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LT,Lithuania,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LU,Luxembourg,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LV,Latvia,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
MT,Malta,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,5.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
NL,Netherlands,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
NO,Norway,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
PL,Poland,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
PT,Portugal,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,5.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
RO,Romania,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,3.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SE,Sweden,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,2.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SI,Slovenia,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SK,Slovakia,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
TR,Türkiye,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,8.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
UK,United Kingdom,2014,Total,Y25-64,DIAB,Diabetes,Chronic Disease,4.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,0.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
BE,Belgium,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
BE,Belgium,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
BG,Bulgaria,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
BG,Bulgaria,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
CY,Cyprus,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
CY,Cyprus,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
CZ,Czechia,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
CZ,Czechia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
DE,Germany,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
DE,Germany,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,3.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
DK,Denmark,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
DK,Denmark,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EE,Estonia,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EE,Estonia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,0.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EL,Greece,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EL,Greece,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
ES,Spain,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
ES,Spain,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
EU28,European Union - 28 countries (2013-2020),2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
FR,France,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,6.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
FR,France,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
HR,Croatia,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
HR,Croatia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,3.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
HU,Hungary,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
HU,Hungary,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
IE,Ireland,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IE,Ireland,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
IS,Iceland,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IS,Iceland,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
IT,Italy,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
IT,Italy,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
LT,Lithuania,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,0.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LT,Lithuania,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.9,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
LU,Luxembourg,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LU,Luxembourg,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
LV,Latvia,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
LV,Latvia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
MT,Malta,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.5,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
MT,Malta,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
NL,Netherlands,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
NL,Netherlands,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
NO,Norway,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
NO,Norway,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
PL,Poland,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
PL,Poland,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
PT,Portugal,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
PT,Portugal,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
RO,Romania,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,0.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
RO,Romania,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,0.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
RS,Serbia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.4,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
SE,Sweden,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SE,Sweden,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,2.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
SI,Slovenia,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SI,Slovenia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
SK,Slovakia,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
SK,Slovakia,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.6,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
TR,Türkiye,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,4.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
TR,Türkiye,2019,Total,Y35-44,DIAB,Diabetes,Chronic Disease,5.1,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
UK,United Kingdom,2014,Total,Y35-44,DIAB,Diabetes,Chronic Disease,1.8,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2014,Total,Y45-54,DIAB,Diabetes,Chronic Disease,4.0,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2019,Total,Y45-54,DIAB,Diabetes,Chronic Disease,4.2,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
BE,Belgium,2014,Total,Y45-54,DIAB,Diabetes,Chronic Disease,5.3,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
BE,Belgium,2019,Total,Y45-54,DIAB,Diabetes,Chronic Disease,3.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 3 (2019),2026-06-10
BG,Bulgaria,2014,Total,Y45-54,DIAB,Diabetes,Chronic Disease,3.7,PC,False,False,hlth_ehis_cd1e,EHIS Wave 2 (2014),2026-06-10
